Date,AIG,BA,BMY,DIS,FNMA,GE,IBM,JNJ,K,KO,LLY,MMM,MO,MRK,PEP,PFE,PG,VZ,WMT,XOM
1991-10-15,97.72331237792969,13.920303344726562,5.483767986297607,7.046933650970459,10.419551849365234,12.69642448425293,10.499960899353027,4.863861560821533,,3.416095733642578,7.250262260437012,7.204052448272705,0.8288846611976624,6.74033784866333,5.766981601715088,1.741392970085144,4.407773971557617,4.056819915771484,2.475665330886841,4.946935653686523
1991-10-22,100.7118148803711,13.780753135681152,5.662304878234863,7.06928014755249,10.29248332977295,12.562310218811035,10.290487289428711,5.171698093414307,,3.5107991695404053,7.522922992706299,7.078510284423828,0.8043354749679565,6.881298542022705,5.792839527130127,1.8092384338378906,4.447906494140625,4.113320827484131,2.399878978729248,4.987320423126221
1991-10-29,103.10257720947266,13.780753135681152,5.891860485076904,7.054381370544434,10.21586799621582,12.249381065368652,10.159555435180664,5.287993907928467,,3.564915418624878,7.646852970123291,6.9722819328308105,0.7927835583686829,7.022259712219238,6.077308654785156,1.8124690055847168,4.44121789932251,4.135921955108643,2.336723804473877,4.9772257804870605
1991-11-05,105.94164276123047,13.815641403198242,5.687811851501465,6.830906867980957,10.407413482666016,12.249381065368652,10.617462158203125,5.363243579864502,,3.5919735431671143,7.6220703125,7.068851470947266,0.8072239756584167,6.945372581481934,5.999728202819824,1.783392310142517,4.44121789932251,4.1924238204956055,2.500926971435547,4.866168975830078
1991-11-12,102.50486755371094,12.833985328674316,5.594295024871826,6.495692729949951,9.726354598999023,12.271726608276367,10.312583923339844,5.294835567474365,,3.6325595378875732,7.434635639190674,6.846742153167725,0.7971161603927612,7.233689308166504,6.1548919677734375,1.7823495864868164,4.407773971557617,4.113320827484131,2.4314565658569336,4.756350040435791
1991-11-19,101.90714263916016,12.483332633972168,5.296722888946533,6.2945661544799805,9.577377319335938,11.757614135742188,10.08725357055664,5.178837776184082,,3.706970453262329,7.409688472747803,6.693623065948486,0.7898955345153809,7.44512939453125,5.948005199432373,1.7433916330337524,4.334199905395508,4.102020263671875,2.4125099182128906,4.7461419105529785
1991-11-26,103.8497085571289,12.58852481842041,5.466763019561768,6.383955955505371,9.854052543640137,11.757614135742188,9.78238296508789,5.4261064529418945,,3.903238296508789,7.434635639190674,6.800796985626221,0.7956714034080505,7.592496871948242,6.335916996002197,1.775856614112854,4.407773971557617,4.102020263671875,2.5135576725006104,4.84821081161499
1991-12-03,105.34697723388672,12.062541007995605,5.356235027313232,6.264767646789551,10.152018547058105,11.601143836975098,9.026836395263672,5.549739837646484,,3.9303905963897705,7.39721155166626,6.800796985626221,0.7927835583686829,7.7926130294799805,6.310059070587158,1.8245551586151123,4.407773971557617,4.135921955108643,2.601976156234741,4.5828351974487305
1991-12-10,106.09513854980469,12.132670402526855,5.381744861602783,6.503143787384033,10.42869758605957,12.217452049255371,9.212407112121582,5.8382110595703125,,3.9847006797790527,7.646694183349609,6.800796985626221,0.8245527148246765,7.721835613250732,6.516936302185059,1.9576629400253296,4.534857273101807,4.305426120758057,2.686316967010498,4.725728511810303
1991-12-17,112.08079528808594,12.939181327819824,5.551779270172119,6.5403900146484375,10.939489364624023,12.983860969543457,9.358211517333984,6.085479736328125,,4.276591777801514,8.070818901062012,7.024890422821045,0.8571023941040039,8.23662281036377,6.854467868804932,1.9803881645202637,4.688695430755615,4.350632667541504,2.793769121170044,4.776765823364258
1991-12-24,118.51532745361328,13.0443754196167,5.9173688888549805,6.84580659866333,11.769532203674316,13.862981796264648,9.583552360534668,6.346480846405029,,4.412356853485107,8.46999454498291,7.32692813873291,0.9385923743247986,8.558365821838379,7.088141918182373,2.227125883102417,5.016434669494629,4.305426120758057,2.97074818611145,4.776765823364258
